std_dev_ch1,std_dev_ch2,rms_ch1,rms_ch2,min_ch1,min_ch2,max_ch1,max_ch2,zero_crossings_ch1,zero_crossings_ch2,avg_amp_change_ch1,avg_amp_change_ch2,amp_first_burst_ch1,amp_first_burst_ch2,mean_abs_value_ch1,mean_abs_value_ch2,wave_form_length_ch1,wave_form_length_ch2,willison_amp_ch1,willison_amp_ch2,classification
0.029738,0.026209,0.030718,0.027914,-0.19531,-0.14844,0.1875,0.078125,49,50,0.073958,0.075885,0.039063,0.09375,0.016774,0.018425,3.8438,4.1641,2,2,1
0.030071,0.031242,0.031341,0.032918,-0.16406,-0.17969,0.14844,0.11719,57,52,0.073646,0.087188,0.039063,0.039063,0.017825,0.020045,4.7188,4.6328,2,4,1
0.039845,0.038033,0.04084,0.039312,-0.27344,-0.14063,0.23438,0.27344,35,48,0.084271,0.10396,0.015625,0.039063,0.019042,0.022604,4.7188,5.5078,3,4,1
0.041392,0.023296,0.042183,0.025219,-0.35938,-0.13281,0.11719,0.0625,55,56,0.08974,0.066146,0.023438,0.070313,0.021669,0.016746,5.1563,3.875,2,1,1
0.042054,0.026108,0.042872,0.028067,-0.14844,-0.13281,0.1875,0.085938,59,48,0.10625,0.07401,0.03125,0.09375,0.026414,0.018926,6.5781,4.0469,3,1,1
0.050004,0.033839,0.050627,0.03579,-0.42969,-0.23438,0.125,0.11719,55,54,0.11823,0.0925,0.054688,0.078125,0.025837,0.021146,6.4141,5.2109,5,3,1
0.045008,0.025009,0.045848,0.026723,-0.28125,-0.13281,0.17188,0.070313,56,45,0.10401,0.070729,0.023438,0.0625,0.025453,0.016833,6.6484,3.8672,2,2,1
0.033728,0.038432,0.034658,0.039575,-0.125,-0.21094,0.070313,0.14844,60,63,0.093021,0.10422,0.023438,0.085938,0.024154,0.025535,5.8125,5.9844,0,5,1
0.038455,0.030827,0.039456,0.032376,-0.19531,-0.17969,0.125,0.070313,63,64,0.10797,0.089792,0.023438,0.046875,0.024229,0.020744,6.0781,4.9219,4,2,1
0.033137,0.028256,0.034345,0.030136,-0.10156,-0.11719,0.17188,0.11719,45,57,0.075781,0.078177,0.046875,0.046875,0.019348,0.019649,4.7109,4.5625,2,2,1
0.031685,0.054003,0.032912,0.054821,-0.25781,-0.26563,0.054688,0.17969,46,66,0.069792,0.13896,0.03125,0.09375,0.017954,0.035243,4.3125,8.5938,3,5,1
0.054959,0.039317,0.055599,0.04056,-0.29688,-0.17188,0.33594,0.14063,53,55,0.12552,0.11521,0.039063,0.070313,0.028833,0.025367,7.1641,5.9844,3,6,1
0.033701,0.030177,0.03457,0.031728,-0.15625,-0.17969,0.09375,0.10156,55,64,0.094479,0.088021,0.046875,0.054688,0.02201,0.021568,5.1719,4.9453,4,2,1
0.039177,0.027579,0.040268,0.029681,-0.16406,-0.10156,0.21094,0.085938,41,54,0.092344,0.081094,0.046875,0.0625,0.022981,0.0205,5.1953,4.7891,3,1,1
0.027171,0.040917,0.028868,0.042076,-0.14844,-0.28906,0.054688,0.17188,56,64,0.078281,0.10547,0.085938,0.10938,0.018667,0.023628,4.5391,6.0859,0,3,1
0.043184,0.046185,0.043829,0.046996,-0.14844,-0.21875,0.21094,0.10938,61,66,0.10724,0.13286,0.039063,0.046875,0.026788,0.03026,6.2891,7.5078,2,4,1
0.03504,0.030301,0.036242,0.031945,-0.22656,-0.14063,0.10156,0.13281,66,61,0.09125,0.089844,0.046875,0.039063,0.023325,0.021111,5.6094,5.0859,2,4,1
0.034829,0.047596,0.035824,0.048693,-0.19531,-0.21875,0.10156,0.125,60,66,0.099896,0.14224,0.078125,0.0625,0.02266,0.031784,5.8281,7.9453,2,5,1
0.054572,0.04699,0.05514,0.048011,-0.39063,-0.21875,0.19531,0.13281,56,68,0.12922,0.13432,0.10938,0.046875,0.031175,0.032044,7.2578,8.125,5,5,1
0.036885,0.034369,0.038017,0.035926,-0.17969,-0.10938,0.125,0.070313,63,70,0.097083,0.10594,0.09375,0.0625,0.024892,0.025594,5.9375,6.2578,2,4,1
0.044043,0.046839,0.04478,0.047842,-0.25781,-0.20313,0.125,0.16406,70,78,0.12286,0.13422,0.03125,0.13281,0.029312,0.03311,7.375,8.3594,3,2,1
0.045326,0.039032,0.046034,0.040354,-0.35156,-0.17188,0.15625,0.11719,55,55,0.11797,0.1026,0.054688,0.16406,0.026806,0.027304,6.3672,6.3984,4,4,1
0.045106,0.049656,0.045977,0.050429,-0.11719,-0.17188,0.28906,0.21875,58,72,0.11969,0.14911,0.078125,0.14844,0.030292,0.033325,6.9375,8.25,3,6,1
0.03684,0.042882,0.037921,0.044065,-0.16406,-0.14844,0.10156,0.13281,80,71,0.10781,0.13,0.070313,0.070313,0.025461,0.03185,6.5781,7.5391,3,3,1
0.035979,0.050048,0.036987,0.051123,-0.15625,-0.24219,0.14063,0.125,67,63,0.10167,0.14552,0.09375,0.11719,0.025517,0.035486,5.9531,7.8125,2,6,1
0.037815,0.046072,0.038775,0.046897,-0.13281,-0.27344,0.14063,0.10938,62,77,0.10745,0.12589,0.070313,0.10156,0.024983,0.032133,6.3828,7.9844,2,3,1
0.043636,0.04818,0.044579,0.048976,-0.29688,-0.1875,0.125,0.11719,64,66,0.1163,0.14604,0.070313,0.14844,0.028858,0.032722,6.7813,7.9531,2,8,1
0.038355,0.046619,0.039436,0.047628,-0.21094,-0.20313,0.125,0.13281,61,60,0.10609,0.1274,0.046875,0.078125,0.025671,0.032975,6.25,7.6328,2,4,1
0.042493,0.046117,0.043638,0.046983,-0.14844,-0.1875,0.22656,0.21875,75,55,0.11729,0.13057,0.054688,0.046875,0.028931,0.031014,7.2109,7.2422,2,5,1
0.040447,0.042877,0.041423,0.04375,-0.15625,-0.17188,0.10938,0.14844,71,67,0.10974,0.12474,0.0625,0.1875,0.028083,0.030083,6.9609,7.1328,4,6,1
0.039028,0.040782,0.040111,0.042105,-0.17188,-0.17969,0.09375,0.10938,62,63,0.095729,0.1063,0.11719,0.25,0.026694,0.028809,6.4453,6.2734,3,2,1
0.031668,0.040633,0.032837,0.041335,-0.14063,-0.14844,0.10156,0.15625,48,76,0.08875,0.11615,0.03125,0.14844,0.021383,0.029471,5.0078,7.2969,1,3,1
0.033477,0.044163,0.034493,0.045317,-0.13281,-0.21875,0.13281,0.11719,66,68,0.089115,0.13651,0.0625,0.14063,0.022654,0.030969,5.6406,7.6719,2,5,1
0.044329,0.056356,0.045029,0.057304,-0.26563,-0.26563,0.14844,0.17188,68,83,0.10828,0.17109,0.10156,0.046875,0.02679,0.037386,6.3672,9.3984,2,6,1
0.028875,0.036866,0.030109,0.038012,-0.13281,-0.11719,0.10156,0.09375,53,50,0.082917,0.10573,0.10156,0.13281,0.020757,0.025674,5.1406,5.6094,1,6,1
0.036978,0.059591,0.03799,0.060448,-0.19531,-0.23438,0.085938,0.19531,59,80,0.10016,0.16776,0.070313,0.085938,0.025533,0.044558,6.0078,11,3,3,1
0.037422,0.051434,0.038432,0.052057,-0.20313,-0.30469,0.085938,0.21875,69,71,0.10167,0.15943,0.046875,0.13281,0.025657,0.034821,5.8984,8.5547,2,4,1
0.049526,0.057778,0.050353,0.058734,-0.26563,-0.20313,0.15625,0.24219,73,77,0.12953,0.16734,0.0625,0.26563,0.030715,0.0402,8.0938,10.07,3,4,1
0.040608,0.047154,0.041374,0.047893,-0.16406,-0.19531,0.14844,0.20313,58,70,0.11469,0.14021,0.039063,0.10156,0.027385,0.031775,6.3594,7.6094,2,7,1
0.031215,0.039159,0.032507,0.040263,-0.10938,-0.17969,0.14063,0.10156,58,64,0.093333,0.11776,0.070313,0.13281,0.021891,0.027833,5.2891,6.7734,2,4,1
0.038937,0.039691,0.039948,0.04074,-0.19531,-0.17188,0.13281,0.10938,64,74,0.10094,0.11766,0.125,0.10156,0.026576,0.028855,5.6875,7.2031,2,3,1
0.048068,0.062501,0.048827,0.063057,-0.38281,-0.33594,0.17188,0.23438,58,72,0.1076,0.1751,0.046875,0.09375,0.023931,0.040574,5.8672,10.148,3,5,1
0.04381,0.043668,0.044648,0.044979,-0.14063,-0.17969,0.21875,0.09375,47,79,0.10995,0.12344,0.03125,0.20313,0.027213,0.031571,6.1016,7.6641,3,4,1
0.045845,0.053732,0.046697,0.05434,-0.34375,-0.28125,0.1875,0.21094,50,71,0.11844,0.15698,0.054688,0.20313,0.025198,0.035381,6.0547,8.8047,4,4,1
0.037781,0.04594,0.03867,0.046866,-0.17969,-0.16406,0.14063,0.14844,61,58,0.097865,0.1326,0.03125,0.085938,0.024415,0.030012,6.0313,7.1953,1,5,1
0.054243,0.051468,0.054914,0.052385,-0.46094,-0.20313,0.25,0.21094,50,78,0.12828,0.15203,0.078125,0.0625,0.028323,0.036337,6.9922,8.7891,2,6,1
0.038473,0.071107,0.0396,0.071557,-0.1875,-0.42969,0.11719,0.32031,66,73,0.10198,0.20146,0.09375,0.17969,0.026028,0.04309,6.25,11.031,1,6,1
0.040446,0.064604,0.041571,0.065345,-0.17969,-0.39844,0.125,0.35156,62,81,0.10979,0.17313,0.0625,0.10938,0.028438,0.039003,6.4375,9.6641,1,3,1
0.046791,0.0429,0.047663,0.043875,-0.23438,-0.14844,0.21875,0.13281,71,73,0.12937,0.12859,0.0625,0.046875,0.028756,0.03089,7.4297,7.8594,3,5,1
0.029321,0.037747,0.030771,0.039078,-0.085938,-0.15625,0.085938,0.13281,63,72,0.087656,0.10813,0.054688,0.14063,0.021993,0.02746,5.1406,6.5547,0,3,1
0.043152,0.0377,0.044051,0.039005,-0.24219,-0.15625,0.17969,0.125,78,72,0.12047,0.1188,0.078125,0.0625,0.028975,0.027662,7.5156,6.8984,3,3,1
0.028509,0.046292,0.029626,0.047186,-0.10938,-0.33594,0.0625,0.10156,61,75,0.082812,0.1325,0.11719,0.070313,0.020954,0.02925,4.7891,7.2188,0,5,1
0.047836,0.031964,0.04853,0.03339,-0.26563,-0.11719,0.14844,0.0625,76,58,0.12557,0.098125,0.10156,0.10156,0.0318,0.024429,7.5859,5.7344,7,2,1
0.037525,0.054315,0.038754,0.05504,-0.16406,-0.32813,0.10938,0.32031,65,73,0.095312,0.14604,0.078125,0.125,0.024844,0.03456,6.25,8.4531,1,5,1
0.039034,0.049882,0.039933,0.050763,-0.16406,-0.20313,0.14063,0.14063,66,67,0.11276,0.15865,0.10938,0.10938,0.027151,0.034525,6.6016,8.8594,2,9,1
0.04684,0.071796,0.047616,0.072245,-0.3125,-0.36719,0.13281,0.5,83,76,0.12427,0.19443,0.070313,0.070313,0.029958,0.041747,7.7813,10.711,2,7,1
0.037959,0.05193,0.03889,0.052656,-0.13281,-0.28125,0.17969,0.16406,54,72,0.10031,0.15052,0.0625,0.10156,0.025381,0.034058,5.9688,8.625,2,7,1
0.036816,0.04427,0.037937,0.045371,-0.10938,-0.125,0.14063,0.15625,74,66,0.10458,0.13724,0.078125,0.10938,0.027306,0.032773,6.6797,7.8828,1,5,1
0.044545,0.052039,0.045554,0.052891,-0.19531,-0.23438,0.19531,0.24219,51,72,0.11719,0.15271,0.046875,0.078125,0.029943,0.035118,6.4766,8.7031,2,6,1
0.035569,0.045138,0.036683,0.046074,-0.17188,-0.20313,0.13281,0.11719,61,74,0.098281,0.13661,0.0625,0.070313,0.024728,0.032278,5.6953,8.0234,3,5,1
0.041411,0.049197,0.042605,0.050171,-0.19531,-0.19531,0.10156,0.15625,53,71,0.11016,0.15547,0.0625,0.09375,0.029519,0.034154,5.625,8.3281,3,8,1
0.029421,0.056455,0.030817,0.057204,-0.11719,-0.28125,0.085938,0.13281,60,76,0.084167,0.17276,0.046875,0.085938,0.022329,0.039608,5.2031,9.9688,0,6,1
0.036889,0.061993,0.037829,0.062737,-0.15625,-0.21875,0.14844,0.20313,68,83,0.10875,0.16609,0.085938,0.085938,0.025185,0.041235,6.4141,10.734,2,6,1
0.046262,0.051976,0.046827,0.052829,-0.17188,-0.34375,0.125,0.21094,74,68,0.12458,0.14552,0.09375,0.125,0.031697,0.033275,7.75,8.2109,2,2,1
0.053252,0.050242,0.053825,0.051115,-0.26563,-0.28125,0.35156,0.11719,69,69,0.13271,0.14849,0.10938,0.125,0.030867,0.034402,7.5625,8.3906,4,3,1
0.045737,0.099149,0.046518,0.099433,-0.20313,-0.61719,0.15625,0.375,67,82,0.1287,0.26573,0.0625,0.125,0.030201,0.058444,7.6797,14.555,4,6,1
0.039006,0.052344,0.04004,0.05324,-0.17188,-0.27344,0.13281,0.16406,69,72,0.11146,0.16469,0.054688,0.078125,0.027117,0.034221,6.5,8.5547,2,7,1
0.035025,0.046406,0.036039,0.047212,-0.10938,-0.19531,0.19531,0.16406,60,81,0.10141,0.13807,0.078125,0.10156,0.023382,0.032931,5.6016,7.9688,3,7,1
0.043337,0.046895,0.044111,0.047808,-0.16406,-0.20313,0.24219,0.13281,68,80,0.11771,0.14698,0.09375,0.070313,0.027414,0.032925,6.9453,8.4063,5,4,1
0.040255,0.046913,0.041286,0.047825,-0.17188,-0.28125,0.14844,0.10938,59,65,0.10464,0.12745,0.039063,0.070313,0.02596,0.029503,6.4063,7.5859,1,5,1
0.044822,0.045267,0.045733,0.046211,-0.22656,-0.22656,0.17188,0.13281,49,67,0.09724,0.13,0.054688,0.09375,0.025496,0.031238,5.4766,7.7969,2,8,1
0.055349,0.052438,0.055938,0.053144,-0.29688,-0.30469,0.3125,0.19531,62,73,0.13417,0.15734,0.03125,0.10156,0.029999,0.034229,7.6719,8.4922,3,6,1
0.038234,0.042268,0.039477,0.043484,-0.20313,-0.13281,0.10938,0.11719,59,65,0.11432,0.12562,0.054688,0.09375,0.025787,0.030067,6.2109,7.4063,1,6,1
0.040855,0.048732,0.041693,0.049673,-0.21094,-0.22656,0.1875,0.24219,66,69,0.105,0.1424,0.054688,0.11719,0.026283,0.034306,6.4375,8,3,5,1
0.037475,0.049174,0.038612,0.050093,-0.20313,-0.23438,0.13281,0.10938,64,75,0.096823,0.1538,0.046875,0.10938,0.025783,0.035082,5.8438,9.0078,2,7,1
0.044163,0.051787,0.045069,0.052717,-0.25,-0.29688,0.11719,0.23438,64,78,0.11891,0.14969,0.03125,0.10938,0.029058,0.035729,6.8594,8.8281,2,8,1
0.044735,0.055572,0.045626,0.056416,-0.20313,-0.375,0.22656,0.125,58,78,0.12458,0.15083,0.0625,0.10938,0.029392,0.037786,6.9219,9.2813,4,4,1
0.048617,0.046901,0.049295,0.047914,-0.36719,-0.1875,0.17969,0.17969,72,76,0.12797,0.1425,0.039063,0.085938,0.029058,0.033033,7.5,8.3906,3,4,1
0.052696,0.052006,0.053305,0.05291,-0.25781,-0.3125,0.21094,0.11719,59,71,0.12667,0.15052,0.054688,0.070313,0.031076,0.034525,7.8516,8.7031,2,6,1
0.039932,0.04221,0.040865,0.043278,-0.28906,-0.16406,0.11719,0.14063,58,70,0.10427,0.12276,0.039063,0.0625,0.023058,0.031031,5.8906,7.6406,2,3,1
0.038718,0.038647,0.039534,0.039795,-0.16406,-0.16406,0.125,0.085938,61,64,0.093958,0.11208,0.046875,0.039063,0.026271,0.026896,6.3828,6.6953,2,5,1
0.080254,0.041817,0.080419,0.042824,-0.49219,-0.32031,0.5,0.16406,53,49,0.15802,0.10693,0.054688,0.0625,0.033938,0.024408,7.9688,5.7422,3,3,1
0.068492,0.027951,0.068883,0.030103,-0.48438,-0.14063,0.27344,0.0625,65,51,0.13995,0.075833,0.054688,0.0625,0.033979,0.019531,9.0859,4.8281,2,1,1
0.037508,0.030078,0.038644,0.031964,-0.10938,-0.125,0.23438,0.11719,58,47,0.096667,0.083385,0.0625,0.046875,0.023751,0.02055,5.7656,4.8516,3,1,1
0.046233,0.028566,0.046992,0.029926,-0.25,-0.10156,0.14844,0.085938,58,70,0.10932,0.079844,0.03125,0.054688,0.025998,0.021006,6.125,5.0391,4,1,1
0.05298,0.033029,0.053602,0.034623,-0.20313,-0.15625,0.20313,0.078125,71,58,0.13656,0.096302,0.03125,0.15625,0.034758,0.023528,8.4766,5.5547,3,3,1
0.02347,0.025048,0.025162,0.027071,-0.10938,-0.10156,0.078125,0.078125,41,36,0.06401,0.070052,0.023438,0.070313,0.015481,0.017727,3.375,3.9375,2,1,1
0.044737,0.024762,0.045594,0.02689,-0.29688,-0.15625,0.125,0.054688,45,47,0.097865,0.070156,0.046875,0.054688,0.024296,0.017347,5.6875,4.2891,3,2,1
0.056434,0.036859,0.057065,0.038156,-0.46875,-0.125,0.21875,0.125,59,64,0.12422,0.10911,0.039063,0.09375,0.028003,0.025962,7.1875,6.3828,4,2,1
0.046759,0.035057,0.047496,0.036416,-0.19531,-0.13281,0.15625,0.09375,54,52,0.11594,0.10734,0.03125,0.0625,0.030212,0.02515,6.6875,5.5234,2,4,1
0.037553,0.039,0.038596,0.040162,-0.14063,-0.17969,0.085938,0.14063,64,60,0.10781,0.11823,0.023438,0.054688,0.028637,0.02669,6.6641,6.3438,1,5,1
0.041357,0.038978,0.042226,0.039902,-0.125,-0.14844,0.13281,0.15625,72,66,0.12016,0.11854,0.023438,0.0625,0.03004,0.026875,7.5703,6.7344,3,5,1
0.041532,0.034209,0.042385,0.035727,-0.17969,-0.13281,0.10938,0.09375,63,67,0.12734,0.097448,0.0625,0.054688,0.030122,0.024514,7.2031,6.2891,3,2,1
0.039102,0.040085,0.039953,0.041463,-0.14063,-0.1875,0.11719,0.10156,74,50,0.11771,0.11557,0.0625,0.16406,0.028114,0.026323,6.7422,6.4688,3,3,1
0.053968,0.045199,0.054546,0.046122,-0.26563,-0.22656,0.27344,0.17969,74,64,0.15234,0.13135,0.10938,0.054688,0.036121,0.029632,9.3438,7.2734,5,5,1
0.03933,0.039484,0.040454,0.04083,-0.125,-0.14063,0.10156,0.085938,63,83,0.12365,0.11802,0.0625,0.14063,0.029596,0.030008,7.0078,7.8047,3,5,1
0.058374,0.037663,0.058765,0.039172,-0.32031,-0.14844,0.24219,0.085938,64,64,0.16167,0.10953,0.085938,0.10938,0.037498,0.026097,9.3281,6.5625,2,3,1
0.04326,0.046919,0.044005,0.048024,-0.14844,-0.19531,0.10938,0.11719,75,69,0.13005,0.13766,0.10156,0.1875,0.032617,0.033438,8.0234,8.3125,1,5,1
0.050671,0.05225,0.051119,0.053087,-0.1875,-0.17969,0.10156,0.21875,83,77,0.15021,0.15927,0.09375,0.10156,0.038347,0.037808,9.6094,9.2891,2,7,1
0.047175,0.057736,0.047863,0.058488,-0.17969,-0.26563,0.19531,0.11719,73,85,0.14188,0.17922,0.125,0.11719,0.032935,0.041758,8.2578,10.484,5,7,1
0.048375,0.048836,0.049485,0.049743,-0.14844,-0.20313,0.15625,0.15625,66,70,0.13641,0.14542,0.0625,0.14844,0.034942,0.035313,7.8594,8.4922,1,5,1
0.039624,0.070819,0.040288,0.071409,-0.14063,-0.35938,0.13281,0.22656,64,87,0.12104,0.22109,0.054688,0.14063,0.028204,0.049842,6.7031,12.727,1,6,1
0.046762,0.060959,0.047479,0.061598,-0.13281,-0.24219,0.13281,0.14844,72,72,0.12469,0.17505,0.070313,0.10156,0.033571,0.04476,7.8984,11.383,1,5,1
0.049073,0.047373,0.049751,0.048513,-0.21094,-0.19531,0.09375,0.13281,73,66,0.14359,0.13349,0.078125,0.21875,0.03559,0.032842,8.7734,7.6719,4,7,1
0.040401,0.038634,0.041162,0.040014,-0.10938,-0.15625,0.14844,0.10156,77,67,0.11885,0.11646,0.0625,0.125,0.029974,0.028612,7.2813,6.8047,1,1,1
0.047154,0.0491,0.047922,0.05011,-0.15625,-0.20313,0.125,0.11719,76,78,0.13219,0.14734,0.10156,0.19531,0.034063,0.03649,8.3516,9.25,1,3,1
0.059834,0.05235,0.060458,0.053175,-0.17969,-0.22656,0.38281,0.11719,70,68,0.15479,0.16349,0.10938,0.20313,0.038197,0.035358,9.0781,8.8359,3,7,1
0.062809,0.050322,0.06336,0.051246,-0.19531,-0.21094,0.38281,0.15625,80,72,0.16948,0.14484,0.15625,0.10156,0.040522,0.036611,10.023,8.7969,3,3,1
0.058762,0.069227,0.059361,0.069915,-0.42188,-0.44531,0.13281,0.20313,79,75,0.16729,0.19839,0.078125,0.070313,0.038638,0.043086,10,11.32,6,8,1
0.074578,0.050167,0.074965,0.050939,-0.25,-0.17969,0.32813,0.13281,84,73,0.21031,0.14063,0.11719,0.14063,0.049764,0.03669,12.445,8.9141,4,3,1
0.051019,0.051187,0.051873,0.052186,-0.13281,-0.20313,0.14844,0.17969,82,79,0.14984,0.15214,0.09375,0.0625,0.039121,0.036387,9.7813,9.4453,4,7,1
0.045979,0.039748,0.046871,0.041029,-0.20313,-0.20313,0.10938,0.078125,82,66,0.1424,0.11516,0.09375,0.10938,0.032633,0.028274,8.6328,6.8516,3,5,1
0.068804,0.051922,0.069178,0.052687,-0.28906,-0.1875,0.16406,0.14844,72,74,0.19042,0.16005,0.19531,0.09375,0.046337,0.037403,11.625,9.3359,2,3,1
0.045909,0.047558,0.046858,0.048814,-0.14844,-0.21094,0.14063,0.085938,74,66,0.13661,0.1362,0.14063,0.19531,0.034233,0.034581,8.3047,7.9531,2,7,1
0.050332,0.045477,0.050843,0.046338,-0.23438,-0.20313,0.15625,0.10156,80,83,0.14943,0.13745,0.10938,0.10938,0.036273,0.033569,8.8516,8.5859,4,3,1
0.044465,0.059093,0.045133,0.059846,-0.16406,-0.35938,0.10938,0.1875,79,73,0.13516,0.16698,0.125,0.17188,0.033694,0.03975,8.2266,9.5703,2,5,1
0.047539,0.068397,0.048446,0.068983,-0.17969,-0.28906,0.11719,0.21875,69,79,0.14422,0.20516,0.09375,0.046875,0.033994,0.046853,8.2813,12.063,3,6,1
0.062818,0.067176,0.063354,0.067694,-0.27344,-0.33594,0.15625,0.28906,79,75,0.18479,0.20146,0.13281,0.15625,0.043983,0.0426,11.141,10.648,11,8,1
0.049374,0.050058,0.050114,0.051031,-0.14844,-0.21875,0.14844,0.17188,82,75,0.14568,0.14531,0.085938,0.17969,0.036704,0.034869,9.1016,9.0156,3,6,1
0.054676,0.074683,0.055191,0.07513,-0.33594,-0.41406,0.27344,0.21875,71,83,0.14802,0.22495,0.10156,0.09375,0.034721,0.050321,8.5859,12.633,3,8,1
0.047958,0.05779,0.048689,0.058523,-0.14063,-0.16406,0.10938,0.25,80,78,0.13635,0.17052,0.09375,0.14844,0.037219,0.042097,9.1406,10.664,1,5,1
0.057801,0.048951,0.058425,0.049898,-0.24219,-0.1875,0.1875,0.13281,79,70,0.16943,0.14906,0.15625,0.085938,0.039842,0.035406,9.6484,8.4844,4,7,1
0.060161,0.051343,0.060572,0.052221,-0.28125,-0.1875,0.13281,0.125,82,76,0.16854,0.14786,0.11719,0.17969,0.045104,0.038056,10.891,9.7266,2,5,1
0.054314,0.049127,0.05481,0.050016,-0.17969,-0.17188,0.19531,0.13281,68,77,0.15833,0.14422,0.13281,0.15625,0.039094,0.036065,9.4688,8.875,4,4,1
0.060071,0.060643,0.060448,0.061297,-0.25781,-0.3125,0.17969,0.25,72,69,0.17156,0.1774,0.125,0.054688,0.040813,0.037989,10.258,9.8438,6,8,1
0.051325,0.055129,0.052053,0.055993,-0.30469,-0.25,0.10156,0.16406,73,69,0.14661,0.14667,0.046875,0.13281,0.03567,0.03844,8.6875,9.5859,4,2,1
0.069001,0.053993,0.069319,0.054966,-0.21875,-0.19531,0.29688,0.14063,81,75,0.20615,0.16203,0.14063,0.10156,0.048478,0.038788,12.117,9.4688,5,3,1
0.066984,0.060661,0.067568,0.06134,-0.32031,-0.25781,0.17969,0.20313,75,75,0.19521,0.17495,0.14063,0.10156,0.047049,0.042478,11.602,9.8594,6,6,1
0.053962,0.057219,0.054497,0.058009,-0.22656,-0.25781,0.17969,0.1875,78,77,0.1599,0.17495,0.10938,0.21094,0.03754,0.040242,9.1797,10.359,4,6,1
0.04773,0.057966,0.048475,0.058686,-0.11719,-0.24219,0.15625,0.19531,71,76,0.1288,0.16552,0.16406,0.16406,0.03476,0.042354,7.7578,10.18,2,5,1
0.060631,0.05466,0.061251,0.055474,-0.35156,-0.23438,0.17969,0.14844,69,75,0.18042,0.17224,0.070313,0.054688,0.038967,0.039431,9.3125,9.6172,7,5,1
0.057308,0.070745,0.058013,0.071344,-0.21875,-0.21094,0.16406,0.28125,64,76,0.16542,0.21578,0.0625,0.15625,0.040448,0.051857,9.6875,12.547,4,6,1
0.049673,0.064,0.05032,0.064779,-0.23438,-0.21875,0.14844,0.15625,70,74,0.15036,0.18099,0.085938,0.125,0.035597,0.046466,8.6016,11.055,2,7,1
0.051373,0.066037,0.052139,0.066652,-0.1875,-0.25,0.17969,0.17969,78,73,0.14219,0.195,0.17188,0.13281,0.036519,0.045217,9.1953,11.336,3,6,1
0.042149,0.066613,0.042985,0.067227,-0.21094,-0.29688,0.09375,0.14844,82,80,0.12583,0.19365,0.10938,0.13281,0.03224,0.047056,7.9063,12.336,2,7,1
